PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,INJURY,PAATT,CMP,PAYDS,PATD,INT,RUATT,RUYDS,RUTD,TAR,REC,REYDS,RETD,FPTS,PP,UD,TOTYD,TOTTD,PARUYD,PARUTD,RUREYD,RURETD,KPTS,FLOOR,CEIL,SMASH,VALUE,OPTO,POWN,SLATE,PARTNERID,CORE_ID,REFID,RGID,OWNERSHIP
3491347,"Charlie Kolar",,TE,BAL,GBP,147569,,0,0,0,0,0,0,0,0,0.79,0.54,5.57,0.03,1.27,1.27,1,5.57,0.03,0,0,5.57,0.03,0,0,2.54,0.04,3.98,0,0.00%,SAT,1058648,63283,41,3491347,
3491355,"Isaiah Likely",,TE,BAL,GBP,147569,,0,0,0,0,0,0,0,0,3.68,2.37,21.86,0.15,5.44,5.42,4.23,21.86,0.15,0,0,21.86,0.15,0,1.33,12.65,4.36,22.7,0,0.00%,SAT,1125111,126944,42,3491355,
8228349,"Tyler Loop",,K,BAL,GBP,147569,,0,0,0,0,0,0,0,0,0,0,0,0,7.24,7.24,7.24,0,0,0,0,0,0,6.35,2.62,13.44,,,0,0.00%,SAT,1239342,147914,43,8228349,
18425,"Green Bay Packers",,DST,GBP,BAL,147569,,0,0,0,0,0,0,0,0,0,0,0,0,7.04,7.04,7.04,0,0,0,0,0,0,0,2.49,13.01,5.56,36.48,0,0.00%,SAT,335,8474,44,18425,
328331,"Josh Allen",,QB,BUF,PHI,147572,,29.67,19.47,210.6,1.52,0.64,6.71,30.12,0.38,0,0,0,0,19.33,19.28,19.28,240.72,1.9,240.72,1.9,30.12,0.38,0,12.04,28.53,5.42,47.2,0,2.62%,SUN,868199,58465,45,328331,
982111,"Ty Johnson",,RB,BUF,PHI,147572,,0,0,0,0,0,2.86,12.17,0.08,2.77,1.88,18.39,0.11,6.06,6.05,5.11,30.56,0.19,12.17,0.08,30.56,0.19,0,2.08,13.19,0.7,12.54,0,0.50%,SUN,877784,68741,46,982111,
3491576,"James Cook",,RB,BUF,PHI,147572,,0,0,0,0,0,17.83,83.37,0.62,3.64,2.6,22.33,0.14,18.64,18.54,17.24,105.7,0.76,83.37,0.62,105.7,0.76,0,10.51,29.47,13.12,43.06,0,16.38%,SUN,1131012,58170,47,3491576,
6227753,"Ray Davis",,RB,BUF,PHI,147572,,0,0,0,0,0,0.83,2.98,0.01,0.51,0.37,3.53,0.02,1.2,1.19,1,6.51,0.03,2.98,0.01,6.51,0.03,0,0,3.3,0,0.8,0,0.02%,SUN,1165229,93411,48,6227753,
2862340,"Josh Palmer",,WR,BUF,PHI,147572,,0,0,0,0,0,0,0,0,2.97,1.97,21.55,0.17,5.14,5.13,4.14,21.55,0.17,0,0,21.55,0.17,0,1.22,12.13,0.32,11.54,0,1.24%,SUN,1059612,66181,49,2862340,
3491575,"Khalil Shakir",,WR,BUF,PHI,147572,,0,0,0,0,0,0.13,0.71,0,5.59,3.92,40.54,0.32,10.1,10.07,8.11,41.25,0.32,0.71,0,41.25,0.32,0,4.61,18.39,6.5,31.22,0,3.39%,SUN,1130603,55222,50,3491575,
4744237,"Tyrell Shavers",,WR,BUF,PHI,147572,,0,0,0,0,0,0,0,0,2.68,1.65,18.55,0.15,4.4,4.39,3.56,18.55,0.15,0,0,18.55,0.15,0,0.23,11.54,1.38,21.16,0,0.64%,SUN,973949,63556,51,4744237,
982694,"Mecole Hardman",,WR,BUF,PHI,147572,,0,0,0,0,0,0.27,1.47,0,0.85,0.57,6.5,0.05,1.66,1.66,1.37,7.97,0.05,1.47,0,7.97,0.05,0,0,3.32,0.06,3.7,0,0.13%,SUN,922026,58212,52,982694,
18281,"Brandin Cooks",,WR,BUF,PHI,147572,,0,0,0,0,0,0,0,0,2.62,1.61,17.85,0.15,4.29,4.29,3.48,17.85,0.15,0,0,17.85,0.15,0,0.26,11.56,0.32,12.46,0,0.61%,SUN,607864,2255,53,18281,
982202,"Dawson Knox",,TE,BUF,PHI,147572,Q,0,0,0,0,0,0,0,0,2.69,1.72,18.56,0.14,4.41,4.39,3.53,18.56,0.14,0,0,18.56,0.14,0,0.16,11.63,1.52,13.52,0,0.20%,SUN,884083,61345,54,982202,
4687560,"Dalton Kincaid",,TE,BUF,PHI,147572,Q,0,0,0,0,0,0,0,0,3.35,2.28,23.07,0.17,5.59,5.56,4.42,23.07,0.17,0,0,23.07,0.17,0,1.41,12.91,1.7,12.04,0,0.18%,SUN,1135513,170729,55,4687560,
8228372,"Jackson Hawes",,TE,BUF,PHI,147572,,0,0,0,0,0,0,0,0,1.99,1.36,14.48,0.1,3.4,3.39,2.71,14.48,0.1,0,0,14.48,0.1,0,0,9.35,0.58,9.56,0,0.15%,SUN,1182649,146678,56,8228372,
328489,"Michael Badgley",,K,BUF,PHI,147572,,0,0,0,0,0,0,0,0,0,0,0,0,7.94,7.94,7.94,0,0,0,0,0,0,7.03,3.36,14.13,,,0,0.00%,SUN,830894,40281,57,328489,
18437,"Philadelphia Eagles",,DST,PHI,BUF,147572,,0,0,0,0,0,0,0,0,0,0,0,0,5.51,5.51,5.51,0,0,0,0,0,0,0,0.98,11.87,4.72,33.62,0,4.42%,SUN,354,8486,58,18437,
4687580,"Bryce Young",,QB,CAR,SEA,147566,,31.8,19.45,197.95,1.2,0.64,4.66,16,0.07,0,0,0,0,14.17,14.12,14.12,213.95,1.27,213.95,1.27,16,0.07,0,8.52,21.78,1.86,36.66,0,1.09%,SUN,1213257,116811,59,4687580,
1844583,"Rico Dowdle",,RB,CAR,SEA,147566,,0,0,0,0,0,11.59,49.45,0.32,4.14,2.88,20.13,0.09,12.31,12.25,10.81,69.58,0.41,49.45,0.32,69.58,0.41,0,6.75,20.72,3.1,28.14,0,3.08%,SUN,933480,53384,60,1844583,
2862163,"Chuba Hubbard",,RB,CAR,SEA,147566,,0,0,0,0,0,7.88,30.93,0.22,2.45,1.72,11.3,0.05,7.54,7.51,6.65,42.23,0.27,30.93,0.22,42.23,0.27,0,3.53,15.22,1.06,18.12,0,0.93%,SUN,1062047,46456,61,2862163,
8228396,"Trevor Etienne",,RB,CAR,SEA,147566,,0,0,0,0,0,0.31,1.37,0.01,0.3,0.2,1.38,0.01,0.59,0.59,0.49,2.75,0.02,1.37,0.01,2.75,0.02,0,0,1.18,0,0.04,0,0.00%,SUN,1394803,238273,62,8228396,
4716517,"Brycen Tremayne",,WR,CAR,SEA,147566,,0,0,0,0,0,0,0,0,0.71,0.47,4.49,0.03,1.1,1.1,0.86,4.49,0.03,0,0,4.49,0.03,0,0,2.2,0,1.4,0,0.04%,SUN,1123525,132163,63,4716517,
6227778,"Jalen Coker",,WR,CAR,SEA,147566,,0,0,0,0,0,0,0,0,5.67,3.63,41.42,0.22,9.23,9.21,7.39,41.42,0.22,0,0,41.42,0.22,0,4.02,17.06,6.94,31.02,0,4.31%,SUN,1218753,134299,64,6227778,
6227782,"Xavier Legette",,WR,CAR,SEA,147566,,0,0,0,0,0,0.08,0.26,0,3.18,1.79,21.27,0.12,4.66,4.65,3.75,21.53,0.12,0.26,0,21.53,0.12,0,0.58,10.79,0.68,13.04,0,0.46%,SUN,1180321,138501,65,6227782,
8216948,"Tetairoa McMillan",,WR,CAR,SEA,147566,,0,0,0,0,0,0,0,0,7.83,4.77,57.43,0.4,13.22,13.19,10.8,57.43,0.4,0,0,57.43,0.4,0,6.49,23.88,10.1,35.22,0,12.21%,SUN,1380576,239536,66,8216948,
8228394,"Jimmy Horn",,WR,CAR,SEA,147566,,0,0,0,0,0,0.65,3.58,0.01,1.35,0.84,8.17,0.05,2.37,2.36,1.94,11.75,0.06,3.58,0.01,11.75,0.06,0,0,6.52,0,3.66,0,0.19%,SUN,1322393,168229,67,8228394,
2862165,"Tommy Tremble",,TE,CAR,SEA,147566,,0,0,0,0,0,0,0,0,2.07,1.3,11.15,0.08,2.88,2.87,2.22,11.15,0.08,0,0,11.15,0.08,0,0,7.68,0.28,6.76,0,0.06%,SUN,1130555,138593,68,2862165,
6227780,"Ja'Tavion Sanders",,TE,CAR,SEA,147566,,0,0,0,0,0,0,0,0,2.93,2.13,16.71,0.11,4.44,4.42,3.35,16.71,0.11,0,0,16.71,0.11,0,0.72,10.43,0.6,10.26,0,0.16%,SUN,1326628,170968,69,6227780,
8228395,"Mitchell Evans",,TE,CAR,SEA,147566,,0,0,0,0,0,0,0,0,1.16,0.82,7.13,0.04,1.76,1.76,1.35,7.13,0.04,0,0,7.13,0.04,0,0,3.52,0.06,2.96,0,0.03%,SUN,1289471,169321,70,8228395,
8250519,"Ryan Fitzgerald",,K,CAR,SEA,147566,,0,0,0,0,0,0,0,0,0,0,0,0,6.85,6.85,6.85,0,0,0,0,0,0,6.1,2.4,13.29,,,0,0.00%,SUN,1176373,171446,71,8250519,
18441,"Seattle Seahawks",,DST,SEA,CAR,147566,,0,0,0,0,0,0,0,0,0,0,0,0,7.53,7.53,7.53,0,0,0,0,0,0,0,2.86,13.83,5.74,36.04,0,2.81%,SUN,361,8490,72,18441,
6227816,"Caleb Williams",,QB,CHI,SFO,147573,,33.57,20.24,228.14,1.73,0.35,4.59,17.45,0.22,0,0,0,0,19.09,19.04,19.04,245.59,1.95,245.59,1.95,17.45,0.22,0,12.03,28.56,9.24,54.78,0,0.00%,SNF,1286445,171060,73,6227816,
982875,"Travis Homer",,RB,CHI,SFO,147573,,0,0,0,0,0,0.21,1.06,0.01,0.03,0.02,0.21,0,0.21,0.21,0.2,1.27,0.01,1.06,0.01,1.27,0.01,0,0,0.42,0,0.02,0,0.00%,SNF,922484,52386,74,982875,
1844244,"D'Andre Swift",,RB,CHI,SFO,147573,,0,0,0,0,0,12.75,60.9,0.49,2.58,1.86,14.03,0.09,13.28,13.22,12.29,74.93,0.58,60.9,0.49,74.93,0.58,0,6.77,22.52,6.02,36.02,0,0.00%,SNF,1069808,58120,75,1844244,
8228422,"Kyle Monangai",,RB,CHI,SFO,147573,,0,0,0,0,0,9.58,45.63,0.37,2.83,1.7,15.29,0.1,10.64,10.58,9.73,60.92,0.47,45.63,0.37,60.92,0.47,0,5.16,19.06,4.6,31.8,0,0.00%,SNF,1250886,136192,76,8228422,
328733,"D.J. Moore",,WR,CHI,SFO,147573,,0,0,0,0,0,0.35,2,0.02,6.79,3.81,46.62,0.43,11.58,11.57,9.66,48.62,0.45,2,0.02,48.62,0.45,0,5,22,9.86,36.88,0,0.00%,SNF,877790,75269,77,328733,
982543,"Olamide Zaccheaus",,WR,CHI,SFO,147573,,0,0,0,0,0,0.17,0.94,0.01,4.4,2.63,28.03,0.25,7.13,7.12,5.8,28.97,0.26,0.94,0.01,28.97,0.26,0,2.43,15.17,3.34,27.98,0,0.00%,SNF,883976,53868,78,982543,
1844099,"Devin Duvernay",,WR,CHI,SFO,147573,,0,0,0,0,0,0,0,0,0.51,0.33,3.21,0.03,0.83,0.83,0.66,3.21,0.03,0,0,3.21,0.03,0,0,1.66,0,2.36,0,0.00%,SNF,920756,51057,79,1844099,
8222949,"Luther Burden",,WR,CHI,SFO,147573,,0,0,0,0,0,0.35,1.99,0.02,6.3,4.2,43.46,0.36,11.22,11.2,9.1,45.45,0.38,1.99,0.02,45.45,0.38,0,5.14,20.66,7.56,32.16,0,0.00%,SNF,1377732,235652,80,8222949,
8268095,"Jahdae Walker",,WR,CHI,SFO,147573,,0,0,0,0,0,0,0,0,0.26,0.15,1.6,0.01,0.37,0.37,0.29,1.6,0.01,0,0,1.6,0.01,0,0,0.74,0,0.42,0,0.00%,SNF,1465213,282939,81,8268095,
328366,"Durham Smythe",,TE,CHI,SFO,147573,,0,0,0,0,0,0,0,0,0.31,0.21,1.99,0.01,0.47,0.47,0.36,1.99,0.01,0,0,1.99,0.01,0,0,0.94,0,1.58,0,0.00%,SNF,749968,75120,82,328366,
1844217,"Cole Kmet",,TE,CHI,SFO,147573,,0,0,0,0,0,0,0,0,3.46,2.28,22.97,0.16,5.52,5.5,4.36,22.97,0.16,0,0,22.97,0.16,0,1.23,12.93,2.28,16.36,0,0.00%,SNF,1066765,53643,83,1844217,
8216973,"Colston Loveland",,TE,CHI,SFO,147573,,0,0,0,0,0,0,0,0,6.1,4.26,44.82,0.29,10.53,10.48,8.35,44.82,0.29,0,0,44.82,0.29,0,4.46,20.09,12.5,34.6,0,0.00%,SNF,1378821,238444,84,8216973,
18324,"Cairo Santos",,K,CHI,SFO,147573,,0,0,0,0,0,0,0,0,0,0,0,0,9.08,9.08,9.08,0,0,0,0,0,0,7.91,3.97,15.42,,,0,0.00%,SNF,546669,6543,85,18324,
18440,"San Francisco 49ers",,DST,SFO,CHI,147573,,0,0,0,0,0,0,0,0,0,0,0,0,5.28,5.28,5.28,0,0,0,0,0,0,0,-0.21,11.61,2.88,22.86,0,0.00%,SNF,359,8489,86,18440,
1844126,"Joe Burrow",,QB,CIN,ARI,147571,,36.99,25.25,275.91,2.51,0.6,2.86,8.46,0.1,0,0,0,0,22.9,22.87,22.87,284.37,2.61,284.37,2.61,8.46,0.1,0,14.82,32.59,9.48,57.28,0,21.16%,SUN,878785,64500,87,1844126,
36977,"Samaje Perine",,RB,CIN,ARI,147571,,0,0,0,0,0,7.28,34.05,0.33,1.96,1.53,11.94,0.11,8.76,8.73,7.96,45.99,0.44,34.05,0.33,45.99,0.44,0,3.97,17.38,2.12,19.54,0,3.29%,SUN,820734,33673,88,36977,
4687629,"Chase Brown",,RB,CIN,ARI,147571,,0,0,0,0,0,10.6,53.03,0.48,5.18,3.95,27.15,0.29,16.76,16.71,14.73,80.18,0.77,53.03,0.48,80.18,0.77,0,9.4,26.7,13.16,44.06,0,12.79%,SUN,1123379,56372,89,4687629,
8228448,"Tahj Brooks",,RB,CIN,ARI,147571,,0,0,0,0,0,1.48,6.91,0.07,0.04,0.03,0.21,0,1.15,1.15,1.13,7.12,0.07,6.91,0.07,7.12,0.07,0,0,3.16,0,0.32,0,0.00%,SUN,1228730,139774,90,8228448,
1844128,"Tee Higgins",,WR,CIN,ARI,147571,,0,0,0,0,0,0,0,0,7.48,4.82,63.9,0.49,14.51,14.49,12.08,63.9,0.49,0,0,63.9,0.49,0,7.11,25.8,10.32,34.96,0,17.38%,SUN,978579,50520,91,1844128,
2861551,"Ja'Marr Chase",,WR,CIN,ARI,147571,,0,0,0,0,0,0.31,1.19,0.01,11.76,7.87,99.8,0.76,23.94,23.91,19.97,100.99,0.77,1.19,0.01,100.99,0.77,0,13.89,36.08,31.08,61.94,0,36.47%,SUN,1109979,64586,92,2861551,
4687628,"Andrei Iosivas",,WR,CIN,ARI,147571,,0,0,0,0,0,0.01,0.05,0,1.83,1.1,13.37,0.12,3.16,3.15,2.6,13.42,0.12,0.05,0,13.42,0.12,0,0,8.69,0.12,5.6,0,0.38%,SUN,1124851,146589,93,4687628,
4688248,"Mitchell Tinsley",,WR,CIN,ARI,147571,,0,0,0,0,0,0,0,0,0.52,0.23,3.16,0.03,0.72,0.73,0.61,3.16,0.03,0,0,3.16,0.03,0,0,1.44,0,2.14,0,0.11%,SUN,1215305,142727,94,4688248,
8251126,"Ke'Shawn Williams",,WR,CIN,ARI,147571,,0,0,0,0,0,0,0,0,0.09,0.05,0.67,0.01,0.18,0.18,0.15,0.67,0.01,0,0,0.67,0.01,0,0,0.36,0,0.36,0,0.05%,SUN,1232057,132567,95,8251126,
328364,"Mike Gesicki",,TE,CIN,ARI,147571,,0,0,0,0,0,0,0,0,3.89,2.74,26.47,0.34,7.41,7.38,6.01,26.47,0.34,0,0,26.47,0.34,0,2.47,16.67,11.24,34.94,0,3.45%,SUN,836152,75263,96,328364,
973054,"Noah Fant",,TE,CIN,ARI,147571,Q,0,0,0,0,0,0,0,0,2.12,1.55,14.41,0.18,4.06,4.05,3.27,14.41,0.18,0,0,14.41,0.18,0,0.04,11.17,,,0,0.24%,SUN,923911,51175,97,973054,
981992,"Drew Sample",,TE,CIN,ARI,147571,,0,0,0,0,0,0,0,0,0.86,0.66,4.66,0.07,1.54,1.53,1.2,4.66,0.07,0,0,4.66,0.07,0,0,3.08,0.84,11.5,0,0.05%,SUN,837824,49309,98,981992,
328798,"Tanner Hudson",,TE,CIN,ARI,147571,,0,0,0,0,0,0,0,0,1.25,0.91,8.49,0.11,2.41,2.41,1.95,8.49,0.11,0,0,8.49,0.11,0,0,4.82,0.92,12.28,0,0.14%,SUN,1115394,40467,99,328798,
2861548,"Evan McPherson",,K,CIN,ARI,147571,,0,0,0,0,0,0,0,0,0,0,0,0,9.52,9.52,9.52,0,0,0,0,0,0,8.39,4.49,16.02,,,0,0.00%,SUN,1122995,54850,100,2861548,
