PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,SDK,SFD,REFID,OWNERSHIP
37649,"Travis Sanheim",,D,CAN,TBD,,831082,4,,,0.0219,0.0831,0.3718,0,0,0,0,0,0,0,0.105,0,1.17,0,6.75,0,,37649,0.279,0.98,16.9,,,30397,1,4.36,6.22,23,39
18671,"Jordan Binnington",,G,CAN,TBD,,607980,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,18671,0,0,,,,30439,1,0.58,0,24,39
14507,"Darcy Kuemper",,G,CAN,TBD,,547403,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,14507,0,0,,,,30268,1,0.58,0,25,39
37770,"Radim Simek",,D,CZE,TBD,,1052090,1,,,0.0067,0.1209,0.3708,0,0,0,0,0,0,0,0.1276,0,1.22,0,6.8,0,,37770,2.018,1.9,,,,32300,1,4.36,6.22,26,39
37681,"Martin Necas",,W,CZE,TBD,,1057110,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,56,,37681,0,0,,,,37907,1,1.15,1.15,27,
18667,"David Pastrnak",,W,CZE,TBD,,831092,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,66,,18667,0,0,,,,30380,1,1.15,1.15,28,
37707,"Filip Hronek",,D,CZE,TBD,,920361,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,53,,37707,0,0,,,,37845,1,1.15,1.15,29,
16757,"Tomas Hertl",,C,CZE,TBD,,659862,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,59,,16757,0,0,,,,29907,1,1.15,1.15,30,
37696,"David Kampf",,C,CZE,TBD,,1050068,2,,,0.0894,0.1758,1.0919,0,0,0,0,0,0,0,0.2652,0,3.3,0,9.87,18.33,,37696,1.123,2.89,24,,,37886,1,5.13,7.3,31,
35921,"Ondrej Kase",,W,CZE,TBD,,831571,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,9.33,,35921,0,0,,,,31502,1,1.15,1.15,32,
,1,,D,CZE,TBD,,902830,2,,,0.0324,0.1015,0.7483,0,0,0,0,0,0,0,0.1339,0,1.91,,,0,,,,,,,,,,,,33,39,"Michal Kempny"
17120,"Ondrej Palat",,W,CZE,TBD,,615345,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,41.67,,17120,0,0,,,,30825,1,1.15,1.15,34,
16742,"Radko Gudas",,D,CZE,TBD,,554520,2,,,0.0405,0.2026,1.3617,0,0,0,0,0,0,0,0.2431,0,3.44,0,9.72,33.33,,16742,3.64,4.24,33.9,,,30042,1,4.91,7.02,35,
35854,"Lukas Sedlak",,C,CZE,TBD,,612924,3,,,0.0829,0.0958,0.7711,0,0,0,0,0,0,0,0.1787,0,2.35,0,8.63,4,,35854,0,1.65,,,,,1,4.91,6.96,36,
10239699,"David Tomasek",,W,CZE,TBD,,1166671,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,23.33,,10239699,1.003,0.5,,,,658745,1,1.15,1.15,37,
5273742,"David Spacek",,D,CZE,TBD,,1364089,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,4.67,,5273742,0,0,,,,231601,1,1.15,1.15,38,
37697,"Jan Rutta",,D,CZE,TBD,,1054103,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.67,,37697,0.544,0.27,,,,32354,1,1.15,1.15,39,
655235,"Roman Cervenka",,C,CZE,TBD,,655235,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,8,,655235,0,0,,,,,1,1.15,1.15,40,
31746,"Radek Faksa",,C,CZE,TBD,,659857,4,,,0.073,0.1287,0.769,0,0,0,0,0,0,0,0.2017,0,2.42,0,8.08,10,,31746,1.392,2.42,19.2,,,30523,1,4.42,6.27,41,
612934,"Matej Stransky",,W,CZE,TBD,,612934,4,,,0.0703,0.0812,0.6541,0,0,0,0,0,0,0,0.1515,0,1.99,0,7.61,0,,612934,0,1.4,,,,,1,4.39,6.24,42,39
472511,"Tomas Kundratek",,D,CZE,TBD,,472511,3,,,0.0143,0.0447,0.3296,0,0,0,0,0,0,0,0.059,0,0.84,0,6.23,0,,472511,0,0.59,,,,,1,4.21,5.95,43,39
1144866,"Dominik Kubalik",,W,CZE,TBD,,745341,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,17.67,,1144866,0,0,,,,88360,1,1.15,1.15,44,
1285060,"Jakub Flek",,W,CZE,TBD,,1285060,4,,,0.0703,0.0812,0.6541,0,0,0,0,0,0,0,0.1515,0,1.99,0,7.61,0,,1285060,0,1.4,,,,,1,4.39,6.24,45,39
1364090,"Jiri Tichacek",,D,CZE,TBD,,1364090,4,,,0.0072,0.0227,0.1671,0,0,0,0,0,0,0,0.0299,0,0.43,0,5.82,0,,1364090,0,0.3,,,,,1,4.21,5.95,46,39
37656,"Dan Vladar",,G,CZE,TBD,,878196,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,20.33,,37656,0,0,,,,32200,1,0.58,0,47,
415370,"Lukas Dostal",,G,CZE,TBD,,1121544,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,415370,0,0,,,,75539,1,0.58,0,48,39
878169,"Filip Chlapik",,W,CZE,TBD,,878169,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,878169,0,0,,,,,1,1.15,1.15,49,39
4200011,"Karel Vejmelka",,G,CZE,TBD,,878314,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,4200011,0,0,,,,166640,1,0.58,0,50,39
920604,"Joachim Blichfeld",,W,DEN,USA,,920604,2,2,,0.0828,0.1066,1.0432,0,0,0,0,0,0,0,0.1894,0,2.82,0,9.19,0,,920604,0,1.97,,,,,1,4.98,7.02,51,39
14278,"Lars Eller",,C,DEN,USA,,392954,2,2,,0.1119,0.1893,1.6671,0,0,0,0,0,0.0148,0.0275,0.3012,0.0423,4.49,0,11.33,0,,14278,1.026,3.63,36.5,,,29793,1,5.34,7.46,52,39
18831,"Nikolaj Ehlers",,W,DEN,USA,,831074,1,1,,0.2655,0.4271,3.0969,0,0,0,0,0,0.0741,0.1374,0.6926,0.2115,9.76,1.67,19.76,0,,18831,0.653,6.83,50.7,,,30595,1,7.81,11.05,53,39
1166529,"Phillip Bruggisser",,D,DEN,USA,,1166529,3,,,0.0221,0.0771,0.6915,0,0,0,0,0,0,0,0.0992,0,1.61,0,7.02,0,,1166529,0,1.13,,,,,1,4.23,5.97,54,39
898444,"Jesper Jensen Aabo",,D,DEN,USA,,898444,1,,,0.0274,0.0954,0.8551,0,0,0,0,0,0,0,0.1228,0,2,0,7.7,0,,898444,0,1.4,,,,,1,4.45,6.3,55,39
4905072,"Oscar Fisker Molgaard",,C,DEN,USA,,1447488,3,,,0.0941,0.1265,1.289,0,0,0,0,0,0,0,0.2206,0,3.4,0,9.84,0,,4905072,1.086,2.9,32.8,,,260562,1,5.03,7.06,56,39
1166530,"Matias Lassen",,D,DEN,USA,,1166530,4,,,0.0043,0.0151,0.1351,0,0,0,0,0,0,0,0.0194,0,0.31,0,5.7,0,,1166530,0,0.22,,,,,1,4.21,5.95,57,39
737286,"Markus Lauridsen",,D,DEN,USA,,737286,1,1,,0.032,0.1115,0.9996,0,0,0,0,0,0,0,0.1435,0,2.34,0,8.04,0,,737286,0,1.64,,,,,1,4.45,6.3,58,39
1166535,"Nick Olesen",,W,DEN,USA,,1166535,3,1,,0.0863,0.1111,1.0873,0,0,0,0,0,0,0,0.1974,0,2.94,0,9.31,0,,1166535,0,2.05,,,,,1,4.98,7.02,59,39
34617,"Oliver Bjorkstrand",,W,DEN,USA,,743268,1,1,,0.2009,0.2748,2.3209,0,0,0,0,0,0.0665,0.1065,0.4757,0.173,6.87,0,15.59,0,,34617,1.241,5.33,41.4,,,30201,1,6.81,9.54,60,39
591992,"Oliver Lauridsen",,D,DEN,USA,,591992,3,,,0.0221,0.0771,0.6915,0,0,0,0,0,0,0,0.0992,0,1.61,0,7.02,0,,591992,0,1.13,,,,,1,4.23,5.97,61,39
1447489,"Anders Koch",,D,DEN,USA,,1447489,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1447489,0,0,,,,,1,1.15,1.15,62,39
676092,"Patrick Russell",,W,DEN,USA,,915358,4,1,,0.0672,0.0866,0.8475,0,0,0,0,0,0,0,0.1538,0,2.28,0,7.98,0,,676092,0,1.6,,,,,1,4.45,6.3,63,39
600131,"Nicklas Jensen",,W,DEN,USA,,600131,2,,,0.0749,0.0965,0.9447,0,0,0,0,0,0,0,0.1714,0,2.55,0,8.25,0,,600131,0,1.78,,,,,1,4.45,6.3,64,39
972431,"Alexander True",,C,DEN,USA,,1078266,1,2,,0.0952,0.1217,1.6204,0,0,0,0,0,0.0139,0.0243,0.2169,0.0382,3.93,0,10.47,0,,972431,1.456,3.43,,,,82529,1,5.11,7.12,65,39
1166537,"Morten Poulsen",,W,DEN,USA,,1166537,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166537,0,0,,,,,1,1.15,1.15,66,39
1385603,"Christian Wejse",,W,DEN,USA,,1385603,4,,,0.0497,0.064,0.6261,0,0,0,0,0,0,0,0.1137,0,1.68,0,7.09,0,,1385603,0,1.18,,,,,1,4.23,5.97,67,39
1077686,"Mathias Bau",,W,DEN,USA,,1077686,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1077686,0,0,,,,,1,1.15,1.15,68,39
1280148,"Jonas Rondbjerg",,W,DEN,USA,,1057173,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1280148,0,0,11.2,,,91948,1,1.15,1.15,69,39
1057210,"Malte Setkov",,D,DEN,USA,,1057210,2,,,0.0369,0.1286,1.1526,0,0,0,0,0,0,0,0.1655,0,2.71,0,8.47,0,,1057210,0,1.89,,,,,1,4.5,6.33,70,39
1166533,"Nicholas B. Jensen",,D,DEN,USA,,1166533,2,,,0.0221,0.0771,0.6915,0,0,0,0,0,0,0,0.0992,0,1.61,0,7.02,0,,1166533,0,1.13,,,,,1,4.23,5.97,71,39
1166536,"Frederik Storm",,W,DEN,USA,,1166536,4,,,0.0497,0.064,0.6261,0,0,0,0,0,0,0,0.1137,0,1.68,0,7.09,0,,1166536,0,1.18,,,,,1,4.23,5.97,72,39
1172454,"Frederik Dichow",,G,DEN,USA,,1172454,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1172454,0,0,,,,,1,0.58,0,73,39
1374309,"Mikkel Aagaard",,C,DEN,USA,,1374309,3,2,,0.0765,0.0986,0.9645,0,0,0,0,0,0,0,0.1751,0,2.6,0,8.3,0,,1374309,0,1.82,,,,,1,4.45,6.3,74,39
1286327,"Mads Sogaard",,G,DEN,USA,,1172229,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1286327,0,0,,,,92006,1,0.58,0,75,39
16928,"Frederik Andersen",,G,DEN,USA,,556379,,,B,0,0,0,0,0.0833,36,5.0953,0.0031,0,0,0,0,12.59,0.57,27.44,0,,16928,0,6.81,,,,30976,1,11.6,13.77,76,39
34544,"Esa Lindell",4100,D,FIN,ITA,,680652,1,,,0.1048,0.3825,1.7333,0,0,0,0,0,0,0,0.4873,0,5.54,0,13.48,0,,34544,0.917,4.35,19.8,,,30528,1,6.2,9,77,39,1.35
14130,"Mikael Granlund",6200,C,FIN,ITA,,550759,1,1,,0.3874,0.8214,2.8396,0,0,0,0,0,0.1164,0.3226,1.2088,0.439,12.55,2.63,24.81,0,,14130,0.788,9.06,18.1,,,30288,1,9.58,14,78,39,2.02
37747,"Miro Heiskanen",5700,D,FIN,ITA,,1057101,1,1,,0.2426,1.08,3.3987,0,0,0,0,0,0.1041,0.4282,1.3226,0.5323,13.8,4.22,25.64,0,,37747,0.716,9.8,22.5,,,82268,1,9.25,13.61,79,39,2.42
37746,"Roope Hintz",6700,C,FIN,ITA,,878170,1,1,,0.6794,0.8515,3.6066,0,0,0,0,0,0.2029,0.3227,1.5309,0.5256,17.08,4.66,32.43,0,,37746,0.869,11.79,15.2,,,37812,1,11.99,17.24,80,39,2.55
18978,"Mikko Rantanen",8000,W,FIN,ITA,,878041,1,1,,0.7534,1.1117,3.9851,0,0,0,0,0,0.2125,0.3777,1.8651,0.5902,20.11,6.95,36.37,0,,18978,0.675,13.58,17.5,,,30679,1,12.7,18.39,81,39,2.51
16700,"Rasmus Ristolainen",3700,D,FIN,ITA,,741411,2,,,0.0878,0.3252,2.1103,0,0,0,0,0,0,0,0.413,0,5.75,0,13.46,0,,16700,1.61,4.74,16.7,,,31067,1,6.02,8.58,82,39,1.55
555945,"Niko Mikkola",3100,D,FIN,ITA,,878283,2,,,0.0829,0.2695,1.6018,0,0,0,0,0,0,0,0.3524,0,4.54,0,11.72,0,,555945,1.855,4.1,19,,,82506,1,5.61,8.03,83,39,1.46
35805,"Sebastian Aho",7200,C,FIN,ITA,,878154,2,1,,0.6854,0.9192,3.7208,0,0,0,0,0,0.2085,0.3969,1.6046,0.6054,17.77,5.35,33.12,0,,35805,0.773,12.2,16.8,,,31384,1,11.99,17.24,84,39,2.47
35782,"Artturi Lehkonen",5500,W,FIN,ITA,,743064,2,2,,0.4625,0.4706,2.9709,0,0,0,0,0,0.0478,0.0757,0.9331,0.1235,11.54,1.44,24.02,0,,35782,0.739,8.06,16.2,,,31453,1,9.75,13.87,85,39,2.1
17427,"Teuvo Teravainen",3000,W,FIN,ITA,,659863,2,2,,0.3008,0.5868,2.1361,0,0,0,0,0,0.0492,0.1324,0.8876,0.1816,9.1,0.67,19.52,0,,17427,0.39,6.57,13.5,,,30644,1,8.14,11.85,86,39,3.03
16719,"Olli Maatta",2600,D,FIN,ITA,,659868,3,,,0.032,0.2185,0.7748,0,0,0,0,0,0,0,0.2505,0,2.54,0,8.66,0,,16719,0.465,2.07,10.9,,,30432,1,4.78,6.92,87,39,0.98
2296000,"Anton Lundell",4500,C,FIN,ITA,,1248081,3,,,0.3702,0.4574,2.9325,0,0,0,0,0,0,0,0.8276,0,10.54,1.66,21.51,0,,2296000,1.093,7.53,14.7,,,158644,1,8.57,12.21,88,39,2.34
1283126,"Eetu Luostarinen",3400,W,FIN,ITA,,1057150,3,,,0.2633,0.434,2.0576,0,0,0,0,0,0,0,0.6973,0,7.79,0,17.51,0,,1283126,1.829,6.29,13.9,,,91962,1,7.59,10.87,89,39,2.29
1144519,"Kaapo Kakko",3500,W,FIN,ITA,,1166551,3,,,0.2711,0.364,2.0311,0,0,0,0,0,0,0,0.6351,0,7.43,0,17.15,0,,1144519,0.72,5.47,10.8,,,88355,1,7.59,10.87,90,39,2.12
555781,"Henri Jokiharju",2500,D,FIN,ITA,,1057138,4,,,0.0419,0.1896,0.9597,0,0,0,0,0,0,0,0.2315,0,2.76,0,8.67,0,,555781,0.658,2.3,14,,,82822,1,4.62,6.6,91,39,1.1
194540,"Eeli Tolvanen",3900,W,FIN,ITA,,1057139,4,2,,0.3149,0.3278,2.1435,0,0,0,0,0,0.0619,0.0922,0.6427,0.1541,7.83,0.21,17.25,0,,194540,2.007,6.42,13.1,,,39768,1,7.36,10.46,92,39,2.01
1166546,"Mikko Lehtonen",2500,D,FIN,ITA,,1166546,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166546,0,0,,,,,1,1.15,1.15,93,39,0
18700,"Joel Armia",2500,W,FIN,ITA,,600113,4,2,,0.2378,0.2838,1.9349,0,0,0,0,0,0.0432,0.069,0.5216,0.1122,6.54,0,14.99,0,,18700,0.898,5,14.5,,,30591,1,6.6,9.37,94,39,2.62
17275,"Erik Haula",2800,C,FIN,ITA,,732005,4,,,0.2202,0.2608,1.7693,0,0,0,0,0,0,0,0.481,0,5.98,0,14.43,0,,17275,1.037,4.65,13.1,,,30583,1,6.6,9.37,95,39,2.14
1283920,"Joel Kiviranta",2500,W,FIN,ITA,,1166552,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1283920,0.136,0.07,12.7,,,92104,1,1.15,1.15,96,39,0
4784123,"Nikolas Matinpalo",2800,D,FIN,ITA,,1447084,3,,,0.0198,0.0872,0.5443,0,0,0,0,0,0,0,0.107,0,1.42,0,7.04,0,,4784123,0.4,1.21,11.9,,,265876,1,4.39,6.24,97,39,0.51
34482,"Juuse Saros",8000,G,FIN,ITA,,744805,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,34482,0,0,,,,29995,1,0.58,0,98,39,0
922135,"Kevin Lankinen",8000,G,FIN,ITA,,1117047,,,B,0,0,0,0,0.9901,18.4767,1.0322,0.2255,0,0,0,0,16.03,10.64,22.69,0,,922135,0,13.93,,,,81323,1,5.2,8.24,99,39,2
7005309,"Oliver Kapanen",3700,C,FIN,ITA,,1321692,5,,,0.0482,0.0393,0.3116,0,0,0,0,0,0,0,0.0875,0,1.07,0,6.46,0,,7005309,0.067,0.79,12.2,,,165003,1,4.21,5.95,100,39,0.29
1447333,"Jules Boscq",,D,FRA,TBD,,1447333,1,,,0.0382,0.1195,0.8817,0,0,0,0,0,0,0,0.1577,0,2.25,0,7.95,8.33,,1447333,0,1.59,,,,,1,4.45,6.3,101,
917153,"Alexandre Texier",,W,FRA,TBD,,1057153,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,20.67,,917153,0,0,,,,87772,1,1.15,1.15,102,
1136940,"Charles Bertrand",,W,FRA,TBD,,1136940,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1136940,0,0,,,,,1,1.15,1.15,103,39
1166439,"Hugo Gallet",,D,FRA,TBD,,1166439,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,15.67,,1166439,0,0,,,,,1,1.15,1.15,104,
1447332,"Justin Addamo",,W,FRA,TBD,,1447332,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1,,1447332,0,0,,,,,1,1.15,1.15,105,
1510681,"Enzo Cantagallo",,D,FRA,TBD,,1510681,2,,,0.031,0.0969,0.7144,0,0,0,0,0,0,0,0.1279,0,1.82,0,7.48,0,,1510681,0,1.29,,,,,1,4.42,6.27,106,39
1166450,"Florian Chakiachvili",,D,FRA,TBD,,1166450,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166450,0,0,,,,,1,1.15,1.15,107,39
1635448,"Floran Douay",,W,FRA,TBD,,1635448,4,,,0.0699,0.0808,0.6505,0,0,0,0,0,0,0,0.1507,0,1.98,0,7.6,2.33,,1635448,0,1.39,,,,,1,4.39,6.24,108,
1166454,"Sacha Treille",,W,FRA,TBD,,1166454,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1,,1166454,0,0,,,,,1,1.15,1.15,109,
1385671,"Enzo Guebey",,D,FRA,TBD,,1385671,3,,,0.0251,0.0786,0.5794,0,0,0,0,0,0,0,0.1037,0,1.48,0,6.89,3.33,,1385671,0,1.04,,,,,1,4.23,5.97,110,
1166452,"Jordann Perret",,W,FRA,TBD,,1166452,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,2,,1166452,0,0,,,,,1,1.15,1.15,111,
1385675,"Dylan Fabre",,C,FRA,TBD,,1385675,2,,,0.106,0.1225,0.9861,0,0,0,0,0,0,0,0.2285,0,3.01,0,9.33,0.33,,1385675,0,2.11,,,,,1,4.94,6.99,112,
1166447,"Pierre Crinon",,D,FRA,TBD,,1166447,4,,,0.0101,0.0316,0.2334,0,0,0,0,0,0,0,0.0417,0,0.59,0,5.98,1,,1166447,0,0.42,,,,,1,4.21,5.95,113,
1166453,"Thomas Thiry",,D,FRA,TBD,,1166453,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.67,,1166453,0,0,,,,,1,1.15,1.15,114,
1385673,"Louis Boudon",,C,FRA,TBD,,1385673,1,,,0.106,0.1225,0.9861,0,0,0,0,0,0,0,0.2285,0,3.01,0,9.33,4,,1385673,0,2.11,,,,,1,4.94,6.99,115,
1166457,"Anthony Rech",,W,FRA,TBD,,1166457,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0.33,,1166457,0,0,,,,,1,1.15,1.15,116,
1453290,"Antoine Keller",,G,FRA,TBD,,1453290,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,21,,1453290,0,0,,,,,1,0.58,0,117,
593704,"Stephane Da Costa",,C,FRA,TBD,,593704,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,593704,0,0,,,,,1,1.15,1.15,118,39
1447334,"Julian Junca",,G,FRA,TBD,,1447334,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1447334,0,0,,,,,1,0.58,0,119,39
1635446,"Martin Neckar",,G,FRA,TBD,,1635446,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1635446,0,0,,,,,1,0.58,0,120,39
916470,"Yohann Auvitu",,D,FRA,TBD,,916470,3,,,0.0223,0.0697,0.5143,0,0,0,0,0,0,0,0.092,0,1.31,0,6.72,0,,916470,0,0.93,,,,,1,4.23,5.97,121,39
1510685,"Aurelien Dair",,C,FRA,TBD,,1510685,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1510685,0,0,,,,,1,1.15,1.15,122,39
1166444,"Nicolas Ritz",,C,FRA,TBD,,1166444,3,,,0.0867,0.1003,0.8072,0,0,0,0,0,0,0,0.187,0,2.46,0,8.74,0,,1166444,0,1.73,,,,,1,4.91,6.96,123,39
18469,"Pierre-Edouard Bellemare",,C,FRA,TBD,,829696,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,18469,0,0,,,,29826,1,1.15,1.15,124,39
1385677,"Kevin Bozon",,W,FRA,TBD,,1385677,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1385677,0,0,,,,,1,1.15,1.15,125,39
2296121,"Lukas Reichel",,C,GER,LAT,,1207613,3,1,,0.184,0.3058,1.7557,0,0,0,0,0,0.0636,0.1113,0.4898,0.1749,5.87,0,14,0,,2296121,0.551,4.45,22.5,,,158662,1,6.35,9.1,126,39
