PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,INJURY,MINUTES,PTS,REB,AST,3PM,TO,STL,BLK,P-A,P-R,P-R-A,B-S,R-A,2PA,2PM,3PA,FTA,FTM,FGA,FGM,UD,PP,FPTS,FLOOR,CEIL,OPTO,PERFECT,SMASH,SIM15TH,SIM33RD,SIM50TH,SIM66TH,SIM85TH,SIM90TH,SIM99TH,POWN,TEAM_ID,OPP_TEAM_ID,SLATE,CORE_ID,REFID,RGID,OWNERSHIP
8998405,"Javon Small",3200,PG,MEM,MIN,159037,1324003,,15,5.73,1.81,2.97,0.92,1.12,0.47,0.19,8.7,7.54,10.51,0.66,4.78,2.46,0.88,2.68,1.64,1.21,5.14,1.8,13.22,13.22,13.67,7.09,22.03,0,0,0,9.57,9.57,9.57,9.57,9.57,9.57,9.57,0%,142,146,MON,179512,95,8998405,,4.27
1062,"Mike Conley",3600,PG,MIN,MEM,159037,329468,,18,5.14,2.04,2.45,1.09,0.65,0.62,0.16,7.59,7.18,9.63,0.78,4.49,1.5,0.51,2.88,0.93,0.83,4.38,1.6,12.95,12.95,13.18,5.86,22.82,0,0,0,9.23,9.23,9.23,9.23,9.23,9.23,9.23,0%,146,142,MON,12159,99,1062,,3.66
16935,"Rudy Gobert",6800,C,MIN,MEM,159037,739960,,30,10.11,10.87,1.46,0,0.95,1.14,1.31,11.57,20.98,22.44,2.45,12.33,5.51,3.7,0,4.61,2.7,5.51,3.7,31.74,31.74,31.08,21.63,41.88,0,0,0,21.76,21.76,21.76,21.76,21.76,21.76,21.76,0%,146,142,MON,12475,100,16935,,4.57
18627,"Joe Ingles",3000,SF,MIN,MEM,159037,553306,,0.5,0.12,0.04,0.08,0.03,0.02,0.03,0,0.2,0.16,0.24,0.03,0.12,0.03,0.01,0.07,0.01,0.01,0.1,0.04,0.36,0.36,0.36,0.14,0.65,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0%,146,142,MON,12589,101,18627,,0.12
18632,"Julius Randle",8300,PF,MIN,MEM,159037,786412,Q,32,20.91,6.24,4.47,1.7,2.99,1.26,0.27,25.38,27.15,31.62,1.53,10.71,10.39,5.11,4.92,6.81,5.58,15.31,6.81,36.7,36.7,38.18,27.92,49.45,0,0,0,26.73,26.73,26.73,26.73,26.73,26.73,26.73,0%,146,142,MON,12553,102,18632,,4.6
408950,"Donte DiVincenzo",6100,PG,MIN,MEM,159037,887915,,31,12.97,4.8,4.47,3.02,1.94,1.29,0.65,17.44,17.77,22.24,1.94,9.27,3.38,1.41,7.87,1.4,1.08,11.25,4.43,29.32,29.32,30.11,20.29,41.58,0,0,0,21.08,21.08,21.08,21.08,21.08,21.08,21.08,0%,146,142,MON,72401,103,408950,,4.94
1151038,"Naz Reid",6300,PF/C,MIN,MEM,159037,1137200,,28,14.01,7.21,2.84,2.36,1.76,1.23,0.95,16.85,21.22,24.06,2.18,10.05,5.66,2.72,5.97,2.02,1.48,11.63,5.08,31.7,31.7,32.1,22.09,43.64,0,0,0,22.47,22.47,22.47,22.47,22.47,22.47,22.47,0%,146,142,MON,72075,104,1151038,,5.1
2439478,"Anthony Edwards",9300,SG,MIN,MEM,159037,1175367,Q,34.5,27.63,5.14,3.66,3.46,3.02,1.06,0.63,31.29,32.77,36.43,1.69,8.8,11.59,5.47,8.88,7.77,6.32,20.47,8.93,41.34,41.34,43.29,31.23,56.84,0,0,0,30.3,30.3,30.3,30.3,30.3,30.3,30.3,0%,146,142,MON,89824,105,2439478,,4.65
2439585,"Jaden McDaniels",6000,SF,MIN,MEM,159037,1177013,,31,14.2,4.25,2.61,1.49,1.78,1.52,1.03,16.81,18.45,21.06,2.55,6.86,7.93,3.95,3.94,2.22,1.82,11.87,5.44,29.09,29.09,28.47,18.04,40.73,0,0,0,19.93,19.93,19.93,19.93,19.93,19.93,19.93,0%,146,142,MON,90781,106,2439585,,4.75
3005452,"Bones Hyland",3900,PG/SG,MIN,MEM,159037,1178199,,14,6.16,1.57,2.81,1.2,0.8,0.58,0.38,8.97,7.73,10.54,0.96,4.38,2.17,0.93,3.39,0.98,0.72,5.56,2.13,14.34,14.34,14.47,7.62,23.14,0,0,0,10.13,10.13,10.13,10.13,10.13,10.13,10.13,0%,146,142,MON,88199,107,3005452,,3.71
3583942,"Johnny Juzang",3000,SG/SF,MIN,MEM,159037,1186159,,0.5,0.26,0.11,0.02,0.06,0.02,0.02,0,0.28,0.37,0.39,0.02,0.13,0.08,0.04,0.17,0.03,0.02,0.25,0.1,0.46,0.46,0.49,0.25,0.79,0,0,0,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0%,146,142,MON,91839,108,3583942,,0.16
4874401,"Leonard Miller",3000,SF/PF,MIN,MEM,159037,1376841,,0.5,0.21,0.13,0.02,0.01,0.03,0.02,0,0.23,0.34,0.36,0.02,0.15,0.13,0.07,0.08,0.06,0.05,0.21,0.08,0.43,0.43,0.43,0.15,0.82,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0%,146,142,MON,260189,109,4874401,,0.14
4878487,"Jaylen Clark",3200,SG/SF,MIN,MEM,159037,1231198,,14,3.26,1.79,0.79,0.37,0.31,0.66,0.12,4.05,5.05,5.84,0.78,2.58,1.56,0.7,1.12,1.08,0.76,2.68,1.07,8.62,8.62,8.27,3.62,14.06,0,0,0,5.79,5.79,5.79,5.79,5.79,5.79,5.79,0%,146,142,MON,149761,110,4878487,,2.58
