PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,SDK,SFD,REFID
17172,"Mark Stone",,W,CAN,TBD,,556369,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,17172,0,0,,,,31019,1,1.15,1.15,11
14383,"Drew Doughty",,D,CAN,TBD,,456625,3,,,0.0554,0.1848,0.9319,0,0,0,0,0,0,0,0.2402,0,2.81,0,8.72,0,,14383,0.797,2.4,16.1,,,29920,1,4.62,6.6,12
14202,"Sidney Crosby",,C,CAN,TBD,,296786,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,14202,0,0,,,,30424,1,1.15,1.15,13
1283915,"Thomas Harley",,D,CAN,TBD,,1172200,3,,,0.0787,0.2144,1.1824,0,0,0,0,0,0,0,0.2931,0,3.55,0,9.83,0,,1283915,0.585,2.8,15,,,92099,1,4.91,7.02,14
35796,"Mitch Marner",,C,CAN,TBD,,878035,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,35796,0,0,,,,30483,1,1.15,1.15,15
18501,"Shea Theodore",,D,CAN,TBD,,741466,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,18501,0,0,,,,30663,1,1.15,1.15,16
31735,"Bo Horvat",,C,CAN,TBD,,741412,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,31735,0,0,,,,31049,1,1.15,1.15,17
31688,"Sam Reinhart",,W,CAN,TBD,,831067,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,31688,0,0,,,,30753,1,1.15,1.15,18
14182,"Brad Marchand",,W,CAN,TBD,,414433,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,14182,0.759,0.38,15,,,29852,1,1.15,1.15,19
31732,"Sam Bennett",,C,CAN,TBD,,831069,5,,,0.115,0.1176,1.0008,0,0,0,0,0,0,0,0.2326,0,3.08,0,9.45,0,,31732,0.824,2.57,12.1,,,30332,1,4.98,7.02,20
2295968,"Seth Jarvis",,W,CAN,TBD,,1248085,4,,,0.138,0.1331,0.9852,0,0,0,0,0,0,0,0.2711,0,3.34,0,9.66,0,,2295968,0.607,2.65,12.2,,,158546,1,4.94,6.99,21
1283254,"Logan Thompson",,G,CAN,TBD,,1139760,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1283254,0,0,,,,82970,1,0.58,0,22
37649,"Travis Sanheim",,D,CAN,TBD,,831082,4,,,0.0219,0.0831,0.3718,0,0,0,0,0,0,0,0.105,0,1.17,0,6.75,0,,37649,0.279,0.98,16.9,,,30397,1,4.36,6.22,23
18671,"Jordan Binnington",,G,CAN,TBD,,607980,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,18671,0,0,,,,30439,1,0.58,0,24
14507,"Darcy Kuemper",,G,CAN,TBD,,547403,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,14507,0,0,,,,30268,1,0.58,0,25
37770,"Radim Simek",,D,CZE,TBD,,1052090,1,,,0.0067,0.1209,0.3708,0,0,0,0,0,0,0,0.1276,0,1.22,0,6.8,0,,37770,2.018,1.9,,,,32300,1,4.36,6.22,26
37681,"Martin Necas",,W,CZE,TBD,,1057110,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,37681,0,0,,,,37907,1,1.15,1.15,27
18667,"David Pastrnak",,W,CZE,TBD,,831092,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,18667,0,0,,,,30380,1,1.15,1.15,28
37707,"Filip Hronek",,D,CZE,TBD,,920361,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,37707,0,0,,,,37845,1,1.15,1.15,29
16757,"Tomas Hertl",,C,CZE,TBD,,659862,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,16757,0,0,,,,29907,1,1.15,1.15,30
37696,"David Kampf",,C,CZE,TBD,,1050068,2,,,0.0894,0.1758,1.0919,0,0,0,0,0,0,0,0.2652,0,3.3,0,9.87,0,,37696,1.123,2.89,24,,,37886,1,5.13,7.3,31
35921,"Ondrej Kase",,W,CZE,TBD,,831571,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,35921,0,0,,,,31502,1,1.15,1.15,32
,1,,D,CZE,TBD,,902830,2,,,0.0324,0.1015,0.7483,0,0,0,0,0,0,0,0.1339,0,1.91,,,0,,,,,,,,,,,,33,"Michal Kempny"
17120,"Ondrej Palat",,W,CZE,TBD,,615345,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,17120,0,0,,,,30825,1,1.15,1.15,34
16742,"Radko Gudas",,D,CZE,TBD,,554520,2,,,0.0405,0.2026,1.3617,0,0,0,0,0,0,0,0.2431,0,3.44,0,9.72,0,,16742,3.64,4.24,33.9,,,30042,1,4.91,7.02,35
35854,"Lukas Sedlak",,C,CZE,TBD,,612924,3,,,0.0829,0.0958,0.7711,0,0,0,0,0,0,0,0.1787,0,2.35,0,8.63,0,,35854,0,1.65,,,,,1,4.91,6.96,36
10239699,"David Tomasek",,W,CZE,TBD,,1166671,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,10239699,1.003,0.5,,,,658745,1,1.15,1.15,37
5273742,"David Spacek",,D,CZE,TBD,,1364089,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,5273742,0,0,,,,231601,1,1.15,1.15,38
37697,"Jan Rutta",,D,CZE,TBD,,1054103,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,37697,0.544,0.27,,,,32354,1,1.15,1.15,39
655235,"Roman Cervenka",,C,CZE,TBD,,655235,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,655235,0,0,,,,,1,1.15,1.15,40
31746,"Radek Faksa",,C,CZE,TBD,,659857,4,,,0.073,0.1287,0.769,0,0,0,0,0,0,0,0.2017,0,2.42,0,8.08,0,,31746,1.392,2.42,19.2,,,30523,1,4.42,6.27,41
612934,"Matej Stransky",,W,CZE,TBD,,612934,4,,,0.0703,0.0812,0.6541,0,0,0,0,0,0,0,0.1515,0,1.99,0,7.61,0,,612934,0,1.4,,,,,1,4.39,6.24,42
472511,"Tomas Kundratek",,D,CZE,TBD,,472511,3,,,0.0143,0.0447,0.3296,0,0,0,0,0,0,0,0.059,0,0.84,0,6.23,0,,472511,0,0.59,,,,,1,4.21,5.95,43
1144866,"Dominik Kubalik",,W,CZE,TBD,,745341,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1144866,0,0,,,,88360,1,1.15,1.15,44
1285060,"Jakub Flek",,W,CZE,TBD,,1285060,4,,,0.0703,0.0812,0.6541,0,0,0,0,0,0,0,0.1515,0,1.99,0,7.61,0,,1285060,0,1.4,,,,,1,4.39,6.24,45
1364090,"Jiri Tichacek",,D,CZE,TBD,,1364090,4,,,0.0072,0.0227,0.1671,0,0,0,0,0,0,0,0.0299,0,0.43,0,5.82,0,,1364090,0,0.3,,,,,1,4.21,5.95,46
37656,"Dan Vladar",,G,CZE,TBD,,878196,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,37656,0,0,,,,32200,1,0.58,0,47
415370,"Lukas Dostal",,G,CZE,TBD,,1121544,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,415370,0,0,,,,75539,1,0.58,0,48
878169,"Filip Chlapik",,W,CZE,TBD,,878169,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,878169,0,0,,,,,1,1.15,1.15,49
4200011,"Karel Vejmelka",,G,CZE,TBD,,878314,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,4200011,0,0,,,,166640,1,0.58,0,50
920604,"Joachim Blichfeld",,W,DEN,USA,,920604,2,2,,0.0828,0.1066,0.9389,0,0,0,0,0,0,0,0.1894,0,2.66,0,8.98,0,,920604,0,1.86,,,,,1,4.94,6.99,51
14278,"Lars Eller",,C,DEN,USA,,392954,2,2,,0.1119,0.1893,1.5004,0,0,0,0,0,0.0148,0.0275,0.3012,0.0423,4.22,0,10.95,5,,14278,1.026,3.46,36.5,,,29793,1,5.26,7.39,52,
18831,"Nikolaj Ehlers",,W,DEN,USA,,831074,1,1,,0.2655,0.4271,2.7872,0,0,0,0,0,0.0741,0.1374,0.6926,0.2115,9.14,1.05,19.14,34.67,,18831,0.653,6.52,50.7,,,30595,1,7.81,11.05,53,
1166529,"Phillip Bruggisser",,D,DEN,USA,,1166529,3,,,0.0221,0.0771,0.6224,0,0,0,0,0,0,0,0.0992,0,1.51,0,6.92,0,,1166529,0,1.06,,,,,1,4.23,5.97,54
898444,"Jesper Jensen Aabo",,D,DEN,USA,,898444,1,,,0.0274,0.0954,0.7696,0,0,0,0,0,0,0,0.1228,0,1.87,0,7.53,0,,898444,0,1.32,,,,,1,4.42,6.27,55
4905072,"Oscar Fisker Molgaard",,C,DEN,USA,,1447488,3,,,0.0941,0.1265,1.1602,0,0,0,0,0,0,0,0.2206,0,3.2,0,9.57,8,,4905072,1.086,2.77,32.8,,,260562,1,4.98,7.02,56,
1166530,"Matias Lassen",,D,DEN,USA,,1166530,4,,,0.0043,0.0151,0.1216,0,0,0,0,0,0,0,0.0194,0,0.29,0,5.68,0,,1166530,0,0.21,,,,,1,4.21,5.95,57
737286,"Markus Lauridsen",,D,DEN,USA,,737286,1,1,,0.032,0.1115,0.8996,0,0,0,0,0,0,0,0.1435,0,2.19,0,7.89,0,,737286,0,1.54,,,,,1,4.45,6.3,58
1166535,"Nick Olesen",,W,DEN,USA,,1166535,3,1,,0.0863,0.1111,0.9786,0,0,0,0,0,0,0,0.1974,0,2.77,0,9.09,7,,1166535,0,1.94,,,,,1,4.94,6.99,59,
34617,"Oliver Bjorkstrand",,W,DEN,USA,,743268,1,1,,0.2009,0.2748,2.0889,0,0,0,0,0,0.0665,0.1065,0.4757,0.173,6.44,0,15,17.67,,34617,1.241,5.1,41.4,,,30201,1,6.69,9.45,60,
591992,"Oliver Lauridsen",,D,DEN,USA,,591992,3,,,0.0221,0.0771,0.6224,0,0,0,0,0,0,0,0.0992,0,1.51,0,6.92,0,,591992,0,1.06,,,,,1,4.23,5.97,61
1447489,"Anders Koch",,D,DEN,USA,,1447489,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1447489,0,0,,,,,1,1.15,1.15,62
676092,"Patrick Russell",,W,DEN,USA,,915358,4,1,,0.0672,0.0866,0.7627,0,0,0,0,0,0,0,0.1538,0,2.15,0,7.81,0,,676092,0,1.51,,,,,1,4.42,6.27,63
600131,"Nicklas Jensen",,W,DEN,USA,,600131,2,,,0.0749,0.0965,0.8503,0,0,0,0,0,0,0,0.1714,0,2.4,0,8.1,1.33,,600131,0,1.69,,,,,1,4.45,6.3,64,
972431,"Alexander True",,C,DEN,USA,,1078266,1,2,,0.0952,0.1217,1.4584,0,0,0,0,0,0.0139,0.0243,0.2169,0.0382,3.66,0,10.2,39,,972431,1.456,3.26,,,,82529,1,5.11,7.12,65,
1166537,"Morten Poulsen",,W,DEN,USA,,1166537,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166537,0,0,,,,,1,1.15,1.15,66
1385603,"Christian Wejse",,W,DEN,USA,,1385603,4,,,0.0497,0.064,0.5635,0,0,0,0,0,0,0,0.1137,0,1.59,0,7,0,,1385603,0,1.12,,,,,1,4.23,5.97,67
1077686,"Mathias Bau",,W,DEN,USA,,1077686,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1077686,0,0,,,,,1,1.15,1.15,68
1280148,"Jonas Rondbjerg",,W,DEN,USA,,1057173,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1280148,0,0,11.2,,,91948,1,1.15,1.15,69
1057210,"Malte Setkov",,D,DEN,USA,,1057210,2,,,0.0369,0.1286,1.0373,0,0,0,0,0,0,0,0.1655,0,2.53,0,8.29,14,,1057210,0,1.77,,,,,1,4.5,6.33,70,
1166533,"Nicholas B. Jensen",,D,DEN,USA,,1166533,2,,,0.0221,0.0771,0.6224,0,0,0,0,0,0,0,0.0992,0,1.51,0,6.92,0,,1166533,0,1.06,,,,,1,4.23,5.97,71
1166536,"Frederik Storm",,W,DEN,USA,,1166536,4,,,0.0497,0.064,0.5635,0,0,0,0,0,0,0,0.1137,0,1.59,0,7,2.67,,1166536,0,1.12,,,,,1,4.23,5.97,72,
1172454,"Frederik Dichow",,G,DEN,USA,,1172454,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1172454,0,0,,,,,1,0.58,0,73
1374309,"Mikkel Aagaard",,C,DEN,USA,,1374309,3,2,,0.0765,0.0986,0.868,0,0,0,0,0,0,0,0.1751,0,2.45,0,8.15,13.67,,1374309,0,1.72,,,,,1,4.45,6.3,74,
1286327,"Mads Sogaard",,G,DEN,USA,,1172229,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1286327,0,0,,,,92006,1,0.58,0,75
16928,"Frederik Andersen",,G,DEN,USA,,556379,,,B,0,0,0,0,0.0833,36,5.0953,0.0031,0,0,0,0,12.59,0.57,27.44,20,,16928,0,6.81,,,,30976,1,11.6,13.77,76,
34544,"Esa Lindell",4100,D,FIN,ITA,,680652,1,,,0.1092,0.3982,1.7928,0,0,0,0,0,0,0,0.5074,0,5.76,0,13.7,0,,34544,0.929,4.51,19.8,,,30528,1,6.2,9,77,1.4
14130,"Mikael Granlund",6200,C,FIN,ITA,,550759,3,1,,0.3841,0.8099,2.8108,0,0,0,0,0,0.1197,0.3314,1.194,0.4511,12.4,2.48,24.66,0,,14130,0.778,8.97,19.2,,,30288,1,9.58,14,78,2
37747,"Miro Heiskanen",5700,D,FIN,ITA,,1057101,1,1,,0.2526,1.1233,3.5121,0,0,0,0,0,0.1071,0.4399,1.3759,0.547,14.38,4.36,26.76,0,,37747,0.724,10.16,22.5,,,82268,1,9.67,14.35,79,2.52
37746,"Roope Hintz",6700,C,FIN,ITA,,878170,1,1,,0.681,0.8456,3.6024,0,0,0,0,0,0.2087,0.3315,1.5266,0.5402,17.05,4.63,32.4,0,,37746,0.866,11.77,16.2,,,37812,1,11.99,17.24,80,2.54
18978,"Mikko Rantanen",8000,W,FIN,ITA,,878041,1,1,,0.7598,1.1134,4.0125,0,0,0,0,0,0.2185,0.388,1.8732,0.6065,20.24,7.08,36.5,0,,18978,0.679,13.67,18.6,,,30679,1,12.7,18.39,81,2.53
16700,"Rasmus Ristolainen",3700,D,FIN,ITA,,741411,2,,,0.0916,0.339,2.1861,0,0,0,0,0,0,0,0.4306,0,6,0,13.71,0,,16700,1.633,4.91,16.7,,,31067,1,6.02,8.58,82,1.62
555945,"Niko Mikkola",3100,D,FIN,ITA,,878283,2,,,0.0865,0.2808,1.6582,0,0,0,0,0,0,0,0.3673,0,4.73,0,12.01,0,,555945,1.881,4.24,19,,,82506,1,5.69,8.09,83,1.53
35805,"Sebastian Aho",7200,C,FIN,ITA,,878154,2,1,,0.7027,0.9341,3.8085,0,0,0,0,0,0.2144,0.4078,1.6368,0.6222,18.2,5.65,33.7,0,,35805,0.79,12.47,17.8,,,31384,1,12.11,17.34,84,2.53
35782,"Artturi Lehkonen",5500,W,FIN,ITA,,743064,2,2,,0.487,0.4922,3.105,0,0,0,0,0,0.0492,0.0778,0.9792,0.127,12.16,2.06,24.64,0,,35782,0.761,8.44,17.4,,,31453,1,9.75,13.87,85,2.21
17427,"Teuvo Teravainen",3000,W,FIN,ITA,,659863,2,2,,0.3166,0.6162,2.2419,0,0,0,0,0,0.0506,0.1361,0.9328,0.1867,9.6,1.17,20.02,0,,17427,0.407,6.9,14.3,,,30644,1,8.14,11.85,86,3.2
16719,"Olli Maatta",2600,D,FIN,ITA,,659868,3,,,0.0335,0.2281,0.8036,0,0,0,0,0,0,0,0.2616,0,2.64,0,8.76,0,,16719,0.473,2.15,10.9,,,30432,1,4.78,6.92,87,1.02
2296000,"Anton Lundell",4500,C,FIN,ITA,,1248081,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,2296000,1.102,0.55,17,,,158644,1,1.15,1.15,88,0
1283126,"Eetu Luostarinen",3400,W,FIN,ITA,,1057150,3,,,0.2877,0.4761,2.237,0,0,0,0,0,0,0,0.7638,0,8.56,0.44,18.6,0,,1283126,1.955,6.85,15,,,91962,1,7.84,11.31,89,2.52
1144519,"Kaapo Kakko",3500,W,FIN,ITA,,1166551,3,,,0.2472,0.3315,1.8377,0,0,0,0,0,0,0,0.5787,0,6.71,0,15.41,0,,1144519,0.638,4.97,12.1,,,88355,1,6.8,9.73,90,1.92
555781,"Henri Jokiharju",2500,D,FIN,ITA,,1057138,4,,,0.0089,0.0401,0.2017,0,0,0,0,0,0,0,0.049,0,0.58,0,5.97,0,,555781,0.136,0.48,14,,,82822,1,4.21,5.95,91,0.23
194540,"Eeli Tolvanen",3900,W,FIN,ITA,,1057139,1,2,,0.4285,0.4433,2.903,0,0,0,0,0,0.0636,0.0947,0.8718,0.1583,10.94,1.5,22.6,0,,194540,2.69,8.67,14,,,39768,1,9.11,12.97,92,2.81
1166546,"Mikko Lehtonen",2500,D,FIN,ITA,,1166546,4,2,,0.0219,0.0646,0.4311,0,0,0,0,0,0,0,0.0865,0,1.16,0,6.55,0,,1166546,0,0.82,,,,,1,4.21,5.95,93,0.46
18700,"Joel Armia",2500,W,FIN,ITA,,600113,4,2,,0.2499,0.2972,2.023,0,0,0,0,0,0.0444,0.0708,0.5471,0.1152,6.87,0,15.43,0,,18700,0.93,5.23,15.5,,,30591,1,6.69,9.45,94,2.75
17275,"Erik Haula",2800,C,FIN,ITA,,732005,4,,,0.2325,0.2765,1.8589,0,0,0,0,0,0,0,0.509,0,6.32,0,14.77,0,,17275,1.071,4.9,14,,,30583,1,6.6,9.37,95,2.26
1283920,"Joel Kiviranta",2500,W,FIN,ITA,,1166552,4,,,0.1878,0.2061,1.5147,0,0,0,0,0,0,0,0.3939,0,4.98,0,12.52,0,,1283920,1.418,4.17,11.7,,,92104,1,5.89,8.35,96,1.99
4784123,"Nikolas Matinpalo",2800,D,FIN,ITA,,1447084,3,,,0.0375,0.1646,1.0215,0,0,0,0,0,0,0,0.2021,0,2.69,0,8.67,0,,4784123,0.735,2.27,11.9,,,265876,1,4.67,6.64,97,0.96
34482,"Juuse Saros",8000,G,FIN,ITA,,744805,,,C,0,0,0,0,0.9901,17.6,1.0322,0.2255,0,0,0,0,15.41,10.02,22.07,0,,34482,0,13.4,,,,29995,1,5.2,8.24,98,1.93
922135,"Kevin Lankinen",8000,G,FIN,ITA,,1117047,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,922135,0,0,,,,81323,1,0.58,0,99,0
7005309,"Oliver Kapanen",3700,C,FIN,ITA,,1321692,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,7005309,0.067,0.03,14.1,,,165003,1,1.15,1.15,100,0
1447333,"Jules Boscq",,D,FRA,TBD,,1447333,1,,,0.0382,0.1195,0.8817,0,0,0,0,0,0,0,0.1577,0,2.25,0,7.95,0,,1447333,0,1.59,,,,,1,4.45,6.3,101
917153,"Alexandre Texier",,W,FRA,TBD,,1057153,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,917153,0,0,,,,87772,1,1.15,1.15,102
1136940,"Charles Bertrand",,W,FRA,TBD,,1136940,3,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1136940,0,0,,,,,1,1.15,1.15,103
1166439,"Hugo Gallet",,D,FRA,TBD,,1166439,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166439,0,0,,,,,1,1.15,1.15,104
1447332,"Justin Addamo",,W,FRA,TBD,,1447332,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1447332,0,0,,,,,1,1.15,1.15,105
1510681,"Enzo Cantagallo",,D,FRA,TBD,,1510681,2,,,0.031,0.0969,0.7144,0,0,0,0,0,0,0,0.1279,0,1.82,0,7.48,0,,1510681,0,1.29,,,,,1,4.42,6.27,106
1166450,"Florian Chakiachvili",,D,FRA,TBD,,1166450,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166450,0,0,,,,,1,1.15,1.15,107
1635448,"Floran Douay",,W,FRA,TBD,,1635448,4,,,0.0699,0.0808,0.6505,0,0,0,0,0,0,0,0.1507,0,1.98,0,7.6,0,,1635448,0,1.39,,,,,1,4.39,6.24,108
1166454,"Sacha Treille",,W,FRA,TBD,,1166454,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166454,0,0,,,,,1,1.15,1.15,109
1385671,"Enzo Guebey",,D,FRA,TBD,,1385671,3,,,0.0251,0.0786,0.5794,0,0,0,0,0,0,0,0.1037,0,1.48,0,6.89,0,,1385671,0,1.04,,,,,1,4.23,5.97,110
1166452,"Jordann Perret",,W,FRA,TBD,,1166452,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166452,0,0,,,,,1,1.15,1.15,111
1385675,"Dylan Fabre",,C,FRA,TBD,,1385675,2,,,0.106,0.1225,0.9861,0,0,0,0,0,0,0,0.2285,0,3.01,0,9.33,0,,1385675,0,2.11,,,,,1,4.94,6.99,112
1166447,"Pierre Crinon",,D,FRA,TBD,,1166447,4,,,0.0101,0.0316,0.2334,0,0,0,0,0,0,0,0.0417,0,0.59,0,5.98,0,,1166447,0,0.42,,,,,1,4.21,5.95,113
1166453,"Thomas Thiry",,D,FRA,TBD,,1166453,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166453,0,0,,,,,1,1.15,1.15,114
1385673,"Louis Boudon",,C,FRA,TBD,,1385673,1,,,0.106,0.1225,0.9861,0,0,0,0,0,0,0,0.2285,0,3.01,0,9.33,0,,1385673,0,2.11,,,,,1,4.94,6.99,115
1166457,"Anthony Rech",,W,FRA,TBD,,1166457,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1166457,0,0,,,,,1,1.15,1.15,116
1453290,"Antoine Keller",,G,FRA,TBD,,1453290,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1453290,0,0,,,,,1,0.58,0,117
593704,"Stephane Da Costa",,C,FRA,TBD,,593704,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,593704,0,0,,,,,1,1.15,1.15,118
1447334,"Julian Junca",,G,FRA,TBD,,1447334,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1447334,0,0,,,,,1,0.58,0,119
1635446,"Martin Neckar",,G,FRA,TBD,,1635446,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1635446,0,0,,,,,1,0.58,0,120
916470,"Yohann Auvitu",,D,FRA,TBD,,916470,3,,,0.0223,0.0697,0.5143,0,0,0,0,0,0,0,0.092,0,1.31,0,6.72,0,,916470,0,0.93,,,,,1,4.23,5.97,121
1510685,"Aurelien Dair",,C,FRA,TBD,,1510685,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1510685,0,0,,,,,1,1.15,1.15,122
1166444,"Nicolas Ritz",,C,FRA,TBD,,1166444,3,,,0.0867,0.1003,0.8072,0,0,0,0,0,0,0,0.187,0,2.46,0,8.74,0,,1166444,0,1.73,,,,,1,4.91,6.96,123
18469,"Pierre-Edouard Bellemare",,C,FRA,TBD,,829696,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,18469,0,0,,,,29826,1,1.15,1.15,124
1385677,"Kevin Bozon",,W,FRA,TBD,,1385677,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,1385677,0,0,,,,,1,1.15,1.15,125
2296121,"Lukas Reichel",,C,GER,LAT,,1207613,3,1,,0.184,0.3058,1.7557,0,0,0,0,0,0.0636,0.1113,0.4898,0.1749,5.87,0,14,0,,2296121,0.551,4.45,22.5,,,158662,1,6.35,9.1,126
1166562,"Fabio Wagner",,D,GER,LAT,,1166562,1,,,0.0543,0.169,1.2075,0,0,0,0,0,0,0,0.2233,0,3.15,0,9.19,0,,1166562,0,2.21,,,,,1,4.72,6.68,127
1283476,"Moritz Seider",,D,GER,LAT,,1166563,1,1,,0.1374,0.5656,2.8119,0,0,0,0,0,0.0721,0.2949,0.703,0.367,8.79,1.33,18.01,0,,1283476,2.747,7.46,105.4,,,92082,1,7.2,10.43,128
