PLAYERID,PLAYER,SALARY,POS,TEAM,OPP,SCHEDULE_ID,PARTNERID,EVEN_STRENGTH,POWER_PLAY,GOALIE_STATUS,G,AST,SOG,BLK,W,SV,GA,SO,PPG,PPA,PTS,PPPTS,FPTS,FLOOR,CEIL,POWN,SDPARTNERID,RGID,HITS,UD,TOI,TEAM_ID,CORE_TEAM,CORE_ID,HOME,SDK,SFD,REFID
35838,"Gustav Forsling",3600,D,SWE,SVK,,831489,1,,,0.1103,0.3142,1.6692,0,0,0,0,0,0,0,0.4245,0,5.18,0,12.76,0,,35838,1.022,4.1,19,,,31436,1,5.92,8.5,255,1.44
16681,"Elias Lindholm",4300,C,SWE,SVK,,741408,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,16681,1.145,0.57,15.3,,,30409,1,1.15,1.15,256,0
2296188,"Lucas Raymond",5800,W,SWE,SVK,,1207659,2,1,,0.4066,0.7261,2.346,0,0,0,0,0,0.1086,0.3139,1.1327,0.4225,11.24,1.3,23.52,0,,2296188,0.684,8.24,15.2,,,158681,1,9.59,13.93,257,1.94
36543,"Rasmus Andersson",5200,D,SWE,SVK,,878174,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,36543,0.557,0.28,17.8,,,30906,1,1.15,1.15,258,0
14335,"Victor Hedman",4700,D,SWE,SVK,,504246,3,,,0.1063,0.4151,1.6307,0,0,0,0,0,0,0,0.5214,0,5.55,0,13.4,0,,14335,0.761,4.31,14.1,,,30510,1,6.13,8.95,259,1.18
37641,"Jesper Bratt",5300,W,SWE,SVK,,920499,5,2,,0.2406,0.4543,1.738,0,0,0,0,0,0.0497,0.1286,0.6949,0.1783,7.13,0,16.5,0,,37641,0.776,5.48,13.5,,,37891,1,7.32,10.65,260,1.35
14456,"Erik Karlsson",4900,D,SWE,SVK,,456827,2,2,,0.1196,0.4827,1.6747,0,0,0,0,0,0.0383,0.1454,0.6023,0.1837,6.1,0,14.43,0,,14456,0.359,4.59,15.4,,,30218,1,6.51,9.54,261,1.24
2033165,"Philip Broberg",3000,D,SWE,SVK,,1172190,2,,,0.0724,0.2291,1.0653,0,0,0,0,0,0,0,0.3015,0,3.38,0,9.59,0,,2033165,0.61,2.72,17.8,,,112788,1,4.85,6.97,262,1.13
341532,"Elias Pettersson",5000,C,SWE,SVK,,1057103,3,,,0.2461,0.3127,1.4308,0,0,0,0,0,0,0,0.5588,0,5.92,0,14.53,0,,341532,0.905,4.61,12.9,,,40137,1,6.73,9.68,263,1.18
14266,"Mika Zibanejad",7700,C,SWE,SVK,,600082,2,2,,0.2973,0.3808,1.8875,0,0,0,0,0,0.066,0.1,0.6781,0.166,7.5,0,17.11,0,,14266,0.76,5.66,16.4,,,30240,1,7.51,10.81,264,0.97
17394,"Rickard Rakell",6000,W,SWE,SVK,,600132,4,2,,0.2544,0.3105,1.9819,0,0,0,0,0,0.0502,0.0663,0.5649,0.1165,6.91,0,15.73,0,,17394,1.037,5.33,14.2,,,30661,1,6.89,9.8,265,1.15
31730,"Alexander Wennberg",3300,C,SWE,SVK,,741444,4,,,0.096,0.22,0.6842,0,0,0,0,0,0,0,0.316,0,2.96,0,9.63,0,,31730,0.364,2.32,14.2,,,30199,1,5.21,7.53,266,0.9
17260,"Gabriel Landeskog",4400,W,SWE,SVK,,600076,2,2,,0.261,0.3056,1.5528,0,0,0,0,0,0.0547,0.0779,0.5666,0.1326,6.21,0,15.44,0,,17260,1.046,4.93,12.3,,,30676,1,7.21,10.34,267,1.41
414832,"Pontus Holmberg",2500,W,SWE,SVK,,1121626,4,,,0.1185,0.1607,0.8749,0,0,0,0,0,0,0,0.2792,0,3.14,0,9.67,0,,414832,0.622,2.54,10.9,,,75424,1,5.1,7.26,268,1.26
14425,"Oliver Ekman-Larsson",3300,D,SWE,SVK,,504257,3,,,0.0014,0.0049,0.0235,0,0,0,0,0,0,0,0.0063,0,0.07,0,5.46,0,,14425,0.022,0.06,14.2,,,30716,1,4.21,5.95,269,0.02
16769,"Filip Forsberg",7000,W,SWE,SVK,,659855,3,2,,0.1484,0.1455,0.9882,0,0,0,0,0,0.0735,0.1048,0.2939,0.1783,3.49,0,9.81,0,,16769,0.579,2.84,14,,,29956,1,4.94,6.99,270,0.5
14516,"Jacob Markstrom",8400,G,SWE,SVK,,547717,,,B,0,0,0,0,0.8571,20.1726,1.5638,0.1779,0,0,0,0,14.54,8.05,22.55,0,,14516,0,12.55,,,,30346,1,6.26,9.15,271,1.73
4665951,"Jesper Wallstedt",8400,G,SWE,SVK,,1262663,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,4665951,0,0,,,,165037,1,0.58,0,272,0
800912,"Filip Gustavsson",8400,G,SWE,SVK,,920363,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,800912,0,0,,,,82896,1,0.58,0,273,0
414801,"Brady Tkachuk",,W,USA,DEN,,1121433,1,2,,0.3614,0.4051,3.4269,0,0,0,0,0,0.0626,0.0795,0.7665,0.1421,11.18,2.38,22.05,20.33,,414801,2.464,8.52,11.4,,,75435,1,8.49,11.92,274,
31726,"Jack Eichel",,C,USA,DEN,,878033,1,1,,0.4723,0.9538,3.8072,0,0,0,0,0,0.1303,0.372,1.4261,0.5023,16.09,4.49,30.43,51.33,,31726,0.53,10.97,16.4,,,30269,1,11.2,16.19,275,
415340,"Quinn Hughes",,D,USA,DEN,,1121436,1,1,,0.1631,0.9362,2.3912,0,0,0,0,0,0.0796,0.4269,1.0993,0.5065,10.26,1.68,20.86,26.67,,415340,0.347,7.54,20.7,,,75338,1,8.28,12.31,276,
36608,"Charlie McAvoy",,D,USA,DEN,,920223,1,,,0.0786,0.4106,1.2476,0,0,0,0,0,0,0,0.4892,0,4.71,0,11.97,4,,36608,1.398,4.06,16.2,,,32140,1,5.67,8.37,277,
35878,"Matthew Tkachuk",,W,USA,DEN,,920215,1,1,,0.4599,0.7809,3.2082,0,0,0,0,0,0.1484,0.2562,1.2408,0.4046,13.74,3.57,26.31,50.67,,35878,1.426,10.01,14.9,,,31481,1,9.82,14.1,278,
2299614,"Brock Faber",,D,USA,DEN,,1248160,2,,,0.094,0.2581,1.3374,0,0,0,0,0,0,0,0.3521,0,4.17,0,11.26,3.67,,2299614,0.507,3.19,18.2,,,158522,1,5.54,7.97,279,
34466,"Jaccob Slavin",,D,USA,DEN,,681436,2,,,0.0591,0.2955,1.2586,0,0,0,0,0,0,0,0.3546,0,3.99,0,10.53,15,,34466,0.491,3.04,15.7,,,30416,1,5.11,7.38,280,
4200335,"Matt Boldy",,W,USA,DEN,,1172193,2,2,,0.3608,0.4833,2.6295,0,0,0,0,0,0.0608,0.1042,0.8441,0.165,10,1.24,20.83,32,,4200335,0.628,7.12,13.8,,,163195,1,8.46,12.12,281,
35785,"Auston Matthews",,C,USA,DEN,,920210,2,1,,0.7191,0.7028,4.3289,0,0,0,0,0,0.2038,0.2392,1.4219,0.443,18.11,5.89,33.21,61,,35785,0.77,12.06,17.3,,,31478,1,11.8,16.79,282,
35755,"Jake Guentzel",,W,USA,DEN,,743255,2,2,,0.4111,0.4874,2.4239,0,0,0,0,0,0.0649,0.0935,0.8985,0.1584,10.09,0.76,21.62,33.67,,35755,0.514,7.18,13.9,,,31704,1,9.01,12.89,283,
2295911,"Jake Sanderson",,D,USA,DEN,,1248071,3,,,0.0817,0.2894,1.4637,0,0,0,0,0,0,0,0.3711,0,4.46,0,11.64,6.67,,2295911,0.531,3.38,16.1,,,158608,1,5.61,8.03,284,
31694,"Dylan Larkin",,C,USA,DEN,,831080,3,,,0.2189,0.277,1.7132,0,0,0,0,0,0,0,0.4959,0,5.96,0,14.41,9,,31694,0.454,4.36,13.1,,,30619,1,6.6,9.37,285,
18974,"Kyle Connor",,W,USA,DEN,,878048,3,,,0.2655,0.2871,1.8244,0,0,0,0,0,0,0,0.5526,0,6.61,0,15.69,22.33,,18974,0.25,4.69,14.1,,,31419,1,7.09,10.06,286,
18975,"Zach Werenski",,D,USA,DEN,,878039,3,2,,0.189,0.4822,2.4072,0,0,0,0,0,0.0623,0.1506,0.6712,0.2129,8.02,0.66,17.11,6.33,,18975,0.363,5.76,18,,,31462,1,7.1,10.23,287,
37712,"Tage Thompson",,C,USA,DEN,,920236,3,1,,0.4341,0.4341,2.7972,0,0,0,0,0,0.1731,0.2212,0.8682,0.3943,10.73,1.51,22.12,23.33,,37712,0.781,7.73,15.1,,,37836,1,8.9,12.59,288,
1144471,"Jack Hughes",,C,USA,DEN,,1165897,4,2,,0.2882,0.4633,2.4355,0,0,0,0,0,0.0634,0.1481,0.7515,0.2115,8.86,0.63,19.02,7,,1144471,0.193,6.22,15,,,88357,1,7.94,11.39,289,
18971,"Noah Hanifin",,D,USA,DEN,,878036,4,,,0.0522,0.1908,1.0096,0,0,0,0,0,0,0,0.243,0,2.93,0,8.91,2,,18971,0.422,2.3,15,,,30406,1,4.67,6.64,290,
14214,"J.T. Miller",,W,USA,DEN,,600111,4,,,0.1996,0.3133,1.3025,0,0,0,0,0,0,0,0.5129,0,5.3,0,13.25,5,,14214,1.588,4.55,13.8,,,30390,1,6.21,8.99,291,
16704,"Brock Nelson",,C,USA,DEN,,550780,4,,,0.2472,0.2533,1.5157,0,0,0,0,0,0,0,0.5005,0,5.75,0,14.11,3,,16704,0.41,4.22,12.8,,,30773,1,6.53,9.32,292,
17392,"Vincent Trocheck",,C,USA,DEN,,607956,5,,,0.0658,0.1256,0.56,0,0,0,0,0,0,0,0.1914,0,2.03,0,7.65,0,,17392,0.737,1.83,13.7,,,29999,1,4.39,6.24,293
36584,"Clayton Keller",,W,USA,DEN,,920216,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,36584,0.27,0.14,15,,,32089,1,1.15,1.15,294
18811,"Connor Hellebuyck",,G,USA,DEN,,681454,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,18811,0,0,,,,30574,1,0.58,0,295
2575732,"Jeremy Swayman",,G,USA,DEN,,1057221,,,C,0,0,0,0,0.9545,17.6,1.4105,0.1931,0,0,0,0,13.74,8.01,20.82,41.33,,2575732,0,12.06,,,,161755,1,5.53,8.51,296,
1279980,"Jake Oettinger",,G,USA,DEN,,1057135,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.74,0,,1279980,0,0,,,,92109,1,0.58,0,297
4601328,"Jackson LaCombe",,D,USA,DEN,,1172231,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,,4601328,0.929,0.46,19.2,,,263305,1,1.15,1.15,298
,1,2,3,4,5,6,,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
